wave,inten,std
8081.670,2592.095,16.274
8086.145,2571.375,16.265
8090.620,2532.623,16.139
8095.097,2500.698,16.031
8099.574,2508.695,16.061
8104.052,2548.219,16.175
8108.530,2614.669,16.360
8113.009,2676.128,16.556
8117.489,2671.684,16.502
8121.969,2710.227,16.666
8126.450,2751.800,16.810
8130.931,2702.611,16.630
8135.414,2604.251,16.351
8139.897,2453.518,15.885
8144.380,2366.280,15.586
8148.865,2240.012,15.224
8153.350,2182.922,14.970
8157.835,2065.349,14.603
8162.321,1945.345,14.215
8166.808,1896.266,14.062
8171.296,1867.170,13.927
8175.784,1927.716,14.118
8180.273,1907.626,14.078
8184.763,1910.479,14.073
8189.254,1898.984,14.005
8193.745,1888.775,14.016
8198.236,1912.248,14.096
8202.729,1991.277,14.363
8207.222,2079.118,14.638
8211.716,2134.885,14.830
8216.210,2180.349,14.969
8220.706,2126.348,14.785
8225.201,1998.760,14.345
8229.698,1900.855,14.004
8234.195,1841.978,13.830
8238.693,1881.109,13.948
8243.192,2026.588,14.479
8247.692,2136.956,14.844
8252.192,2114.239,14.778
8256.693,2073.349,14.643
8261.194,2066.499,14.601
8265.696,2037.943,14.504
8270.199,1971.413,14.275
8274.703,1937.930,14.180
8279.208,1922.231,14.090
8283.713,1963.833,14.218
8288.219,1952.429,14.210
8292.725,2016.136,14.405
8297.233,2113.477,14.738
8301.741,2145.713,14.889
8306.250,2176.243,14.978
8310.759,2244.781,15.231
8315.269,2294.971,15.382
8319.780,2310.300,15.418
8324.292,2235.162,15.151
8328.805,2139.082,14.845
8333.318,2137.352,14.834
8337.832,2061.851,14.568
8342.347,1979.336,14.299
8346.862,1910.115,14.053
8351.378,1887.866,13.991
8355.895,1878.624,13.912
8360.413,1831.897,13.769
8364.931,1864.248,13.906
8369.451,1908.016,14.064
8373.971,1956.112,14.214
8378.491,2023.150,14.458
8383.013,2129.006,14.817
8387.535,2197.060,15.064
8392.058,2229.406,15.145
8396.582,2274.561,15.310
8401.106,2238.789,15.216
8405.632,2264.041,15.271
8410.158,2137.091,14.819
8414.685,2047.530,14.536
8419.212,1980.008,14.301
8423.741,1871.972,13.922
8428.270,1772.772,13.532
8432.800,1773.642,13.541
8437.331,1689.602,13.239
8441.863,1647.334,13.109
8446.395,1669.783,13.179
8450.928,1665.485,13.182
8455.462,1674.683,13.203
8459.997,1755.747,13.468
8464.532,1795.737,13.676
8469.069,1821.885,13.741
8473.606,1846.200,13.805
8478.144,1870.609,13.906
8482.682,1916.477,14.069
8487.222,1870.723,13.895
8491.762,1867.699,13.926
8496.303,1822.480,13.741
8500.845,1749.631,13.460
8505.388,1707.789,13.333
8509.932,1586.431,12.856
8514.476,1581.033,12.813
8519.021,1579.145,12.815
8523.567,1589.349,12.848
8528.114,1542.258,12.704
8532.662,1582.541,12.844
8537.210,1590.643,12.833
8541.759,1531.629,12.665
8546.309,1560.788,12.754
8550.860,1468.193,12.396
8555.412,1500.745,12.555
8559.965,1528.706,12.650
8564.518,1509.607,12.556
8569.073,1535.132,12.673
8573.628,1610.580,12.941
8578.184,1687.740,13.182
8582.740,1707.379,13.320
8587.298,1709.150,13.315
8591.857,1784.912,13.568
8596.416,1749.930,13.525
8600.976,1779.608,13.589
8605.537,1679.031,13.198
8610.099,1647.509,13.115
8614.662,1559.583,12.758
8619.225,1560.661,12.766
8623.790,1506.243,12.530
8628.355,1489.398,12.471
8632.921,1436.717,12.277
8637.488,1393.972,12.106
8642.056,1386.467,12.102
8646.625,1324.352,11.832
8651.195,1305.838,11.774
8655.765,1296.899,11.788
8660.336,1312.414,11.795
8664.909,1313.140,11.758
8669.482,1325.996,11.768
8674.056,1298.966,11.671
8678.631,1380.844,12.015
8683.206,1438.957,12.260
8687.783,1537.307,12.655
8692.360,1621.464,13.025
8696.939,1653.903,13.076
8701.518,1647.929,13.082
8706.098,1597.849,12.918
8710.679,1552.605,12.714
8715.261,1474.392,12.443
8719.844,1411.790,12.147
8724.428,1307.972,11.751
8729.013,1315.883,11.756
8733.598,1253.705,11.493
8738.185,1202.013,11.284
8742.772,1199.693,11.233
8747.360,1179.441,11.179
8751.949,1209.534,11.316
8756.540,1160.515,11.154
8761.131,1189.702,11.248
8765.722,1204.986,11.279
8770.315,1219.436,11.356
8774.909,1321.985,11.782
8779.504,1425.048,12.219
8784.099,1438.364,12.282
8788.696,1463.007,12.385
8793.293,1427.988,12.224
8797.892,1389.497,12.079
8802.491,1346.848,11.876
8807.091,1284.179,11.659
8811.692,1285.834,11.639
8816.294,1227.482,11.379
8820.897,1201.478,11.245
8825.501,1155.703,11.076
8830.106,1165.764,11.049
8834.712,1125.016,10.924
8839.319,1121.104,10.922
8843.926,1083.991,10.752
8848.535,1099.166,10.835
8853.145,1064.786,10.659
8857.755,1093.527,10.764
8862.367,1092.877,10.763
8866.979,1056.862,10.660
8871.592,1061.158,10.622
8876.207,1039.890,10.523
8880.822,1003.282,10.340
8885.438,1041.229,10.538
8890.056,1080.402,10.719
8894.674,1126.327,10.978
8899.293,1180.737,11.174
8903.913,1223.292,11.349
8908.534,1246.427,11.440
8913.156,1235.554,11.401
8917.779,1216.377,11.333
8922.403,1198.849,11.251
8927.028,1165.827,11.094
8931.654,1094.022,10.773
8936.281,1066.898,10.638
8940.909,1039.735,10.560
8945.538,1004.649,10.375
8950.168,958.242,10.134
8954.799,937.263,10.048
8959.431,964.680,10.178
8964.063,958.705,10.109
8968.697,963.593,10.160
8973.332,1006.928,10.322
8977.968,972.216,10.205
8982.605,1023.639,10.400
8987.243,1064.773,10.580
8991.881,1047.616,10.549
8996.521,1097.830,10.812
9001.162,1161.396,11.060
9005.804,1121.014,10.942
9010.447,1039.186,10.470
9015.091,957.576,10.128
9019.736,1002.116,10.344
9024.382,950.114,10.062
9029.028,878.024,9.708
9033.676,811.860,9.335
9038.325,790.310,9.230
9042.975,740.937,8.985
9047.626,717.721,8.892
9052.278,783.101,9.162
9056.931,788.156,9.218
9061.585,843.603,9.550
9066.240,826.914,9.536
9070.897,855.897,9.613
9075.554,857.063,9.649
9080.212,878.433,9.755
9084.871,880.401,9.746
9089.531,902.980,9.873
9094.193,910.403,9.900
9098.855,896.189,9.879
9103.519,926.133,9.968
9108.183,923.409,9.994
9112.848,947.179,10.072
9117.515,915.067,9.932
9122.183,930.638,9.993
9126.851,896.130,9.790
9131.521,851.393,9.571
9136.192,852.108,9.523
9140.864,814.190,9.395
9145.536,814.793,9.406
9150.210,765.369,9.163
9154.885,734.009,9.025
9159.561,713.711,8.889
9164.239,697.518,8.770
9168.917,659.991,8.624
9173.596,723.617,8.991
9178.276,716.632,8.903
9182.958,690.694,8.780
9187.640,679.785,8.664
9192.324,702.561,8.795
9197.009,717.885,8.932
9201.694,729.416,8.895
9206.381,725.401,8.924
9211.069,738.442,8.958
9215.758,763.431,9.119
9220.448,812.368,9.355
9225.139,821.172,9.422
9229.832,835.983,9.552
9234.525,851.127,9.560
9239.219,845.877,9.592
9243.915,824.220,9.471
9248.612,771.360,9.190
9253.309,717.027,8.876
9258.008,721.463,8.828
9262.708,686.362,8.684
9267.409,653.307,8.480
9272.111,622.022,8.348
9276.815,639.258,8.375
9281.519,653.396,8.503
9286.225,624.904,8.338
9290.931,606.633,8.218
9295.639,612.689,8.285
9300.348,604.845,8.175
9305.058,594.737,8.170
9309.769,611.952,8.277
9314.481,592.647,8.155
9319.195,617.948,8.291
9323.909,587.465,8.096
9328.625,626.545,8.384
9333.342,630.680,8.416
9338.059,625.976,8.332
9342.779,635.264,8.359
9347.499,631.878,8.356
9352.220,584.672,7.986
9356.942,577.000,8.016
9361.666,503.970,7.534
9366.391,497.374,7.527
9371.117,469.731,7.343
9375.844,454.056,7.237
9380.572,411.692,6.932
9385.301,432.876,7.051
9390.032,426.608,6.979
9394.763,429.177,7.043
9399.496,399.830,6.858
9404.230,401.526,6.879
9408.965,399.898,6.869
9413.702,414.103,6.893
9418.439,398.596,6.946
9423.178,430.110,7.170
9427.917,454.901,7.238
9432.658,469.814,7.372
9437.401,520.847,7.609
9442.144,513.378,7.626
9446.888,517.496,7.643
9451.634,501.706,7.562
9456.381,512.106,7.576
9461.129,497.564,7.473
9465.878,506.794,7.562
9470.628,497.456,7.473
9475.380,464.521,7.318
9480.133,432.887,7.039
9484.887,441.500,7.129
9489.642,420.432,7.050
9494.398,412.022,6.911
9499.156,427.644,7.011
9503.914,432.672,7.116
9508.674,425.731,6.998
9513.435,407.872,6.912
9518.198,399.003,6.976
9522.961,390.493,6.803
9527.726,412.159,6.881
9532.492,414.230,6.924
9537.259,395.493,6.865
9542.028,388.326,6.812
9546.797,389.811,6.840
9551.568,397.119,6.782
9556.340,409.405,6.909
9561.113,399.472,6.880
9565.888,430.102,7.039
9570.663,413.908,6.934
9575.440,394.076,6.804
9580.218,397.632,6.821
9584.998,401.574,6.850
9589.778,406.318,6.894
9594.560,408.535,6.954
9599.343,416.034,6.956
9604.127,409.525,6.960
9608.913,425.027,6.907
9613.700,416.166,7.009
9618.488,431.916,7.095
9623.277,448.336,7.171
9628.067,441.014,7.129
9632.859,443.629,7.159
9637.652,472.924,7.301
9642.446,443.156,7.228
9647.242,420.427,7.050
9652.039,443.100,7.146
9656.837,436.053,7.124
9661.636,410.371,7.036
9666.436,403.932,6.892
9671.238,410.784,6.990
9676.041,415.529,6.944
9680.845,427.984,7.081
9685.651,420.197,6.950
9690.458,396.774,6.825
9695.266,412.940,6.955
9700.075,403.860,6.935
9704.886,433.114,7.136
9709.698,441.019,7.102
9714.511,456.484,7.253
9719.325,448.862,7.193
9724.141,482.634,7.436
9728.958,496.191,7.483
9733.776,487.683,7.503
9738.596,494.767,7.536
9743.417,525.005,7.652
9748.239,500.687,7.611
9753.062,494.177,7.617
9757.887,478.640,7.436
9762.713,489.312,7.497
9767.541,445.627,7.276
9772.369,458.633,7.330
9777.199,438.040,7.156
9782.030,441.149,7.151
9786.863,423.988,7.049
9791.697,432.252,7.097
9796.532,435.244,7.115
9801.368,419.496,7.006
9806.206,420.355,6.993
9811.045,419.678,7.105
9815.886,414.505,7.033
9820.727,450.460,7.270
9825.570,458.899,7.292
9830.415,479.649,7.371
9835.260,489.093,7.481
9840.107,464.000,7.333
9844.956,481.360,7.394
9849.805,487.268,7.466
9854.656,503.225,7.532
9859.509,488.974,7.518
9864.362,494.570,7.475
9869.217,500.348,7.562
9874.074,451.848,7.286
9878.931,491.590,7.489
9883.790,499.464,7.471
9888.651,468.471,7.290
9893.512,466.284,7.287
9898.375,459.436,7.307
9903.240,450.136,7.141
9908.105,453.911,7.263
9912.972,474.934,7.320
9917.841,457.380,7.254
9922.710,442.718,7.151
9927.582,459.934,7.255
9932.454,447.928,7.246
9937.328,426.182,7.025
9942.203,420.824,7.080
9947.080,441.841,7.194
9951.958,433.672,7.068
9956.837,422.618,7.102
9961.718,443.595,7.145
9966.600,443.710,7.205
9971.483,439.561,7.143
9976.368,446.802,7.252
9981.254,439.429,7.161
9986.141,416.210,7.040
9991.030,433.521,7.093
9995.921,414.513,6.922
10000.812,408.211,6.939
10005.705,411.459,6.955
10010.600,406.345,6.885
10015.496,402.155,6.906
10020.393,408.041,6.852
10025.291,388.374,6.767
10030.191,380.627,6.766
10035.093,386.151,6.742
10039.996,388.685,6.810
10044.900,392.092,6.891
10049.805,390.431,6.829
10054.712,390.429,6.759
10059.621,378.602,6.750
10064.531,361.441,6.736
10069.442,387.564,6.766
10074.354,378.420,6.724
10079.268,390.403,6.808
10084.184,333.883,6.561
10089.101,372.156,6.694
10094.019,354.053,6.663
10098.939,343.323,6.528
10103.860,351.844,6.519
10108.782,332.403,6.442
10113.706,314.640,6.250
10118.632,330.950,6.394
10123.558,326.697,6.341
10128.487,330.116,6.369
10133.416,327.345,6.338
10138.347,311.805,6.198
10143.280,331.649,6.365
10148.214,296.320,6.120
10153.149,322.269,6.315
10158.086,320.725,6.345
10163.025,323.464,6.246
10167.964,315.216,6.188
10172.905,336.590,6.294
10177.848,332.765,6.347
10182.792,323.559,6.311
10187.738,311.442,6.224
10192.685,327.087,6.287
10197.633,305.232,6.158
10202.583,290.016,6.036
10207.534,305.093,6.231
10212.487,292.187,6.053
10217.441,291.030,6.078
10222.397,290.341,6.074
10227.354,286.699,6.022
10232.313,297.155,6.056
10237.273,300.784,6.102
10242.235,315.983,6.185
10247.198,290.242,5.972
10252.162,273.800,5.868
10257.128,288.155,6.019
10262.096,285.166,6.038
10267.065,285.370,5.904
10272.035,257.415,5.861
10277.007,264.684,6.001
10281.981,265.898,5.896
10286.956,283.447,6.001
10291.932,280.383,6.007
10296.910,271.633,5.883
10301.889,257.753,5.788
10306.870,286.151,5.996
10311.853,290.323,5.985
10316.837,273.825,5.910
10321.822,271.563,5.902
10326.809,256.340,5.840
10331.797,292.955,5.980
10336.787,248.328,5.755
10341.779,248.844,5.746
10346.771,253.346,5.744
10351.766,256.386,5.759
10356.762,247.708,5.807
10361.759,254.912,5.754
10366.758,249.780,5.710
10371.759,260.811,5.758
10376.761,247.321,5.657
10381.764,244.419,5.655
10386.769,242.713,5.637
10391.776,238.912,5.681
10396.784,247.886,5.713
10401.794,247.230,5.706
10406.805,251.386,5.743
10411.817,252.174,5.633
10416.832,251.622,5.744
10421.847,247.504,5.721
10426.865,241.079,5.723
10431.883,244.279,5.771
10436.904,237.200,5.645
10441.926,242.349,5.712
10446.949,241.357,5.610
10451.974,221.931,5.603
10457.001,242.612,5.712
10462.029,241.746,5.570
10467.058,211.645,5.530
10472.090,227.231,5.473
10477.122,228.157,5.494
10482.157,235.861,5.636
10487.193,224.621,5.507
10492.230,215.714,5.454
10497.269,223.040,5.490
10502.310,208.448,5.336
10507.352,226.676,5.532
10512.395,209.805,5.492
10517.441,229.640,5.515
10522.488,227.835,5.442
10527.536,204.213,5.416
10532.586,211.463,5.413
10537.637,227.814,5.435
10542.691,211.237,5.361
10547.745,197.305,5.387
10552.802,217.096,5.488
10557.860,227.454,5.532
10562.919,220.512,5.458
10567.980,220.627,5.476
10573.043,217.325,5.365
10578.107,229.755,5.435
10583.173,218.592,5.454
10588.240,208.135,5.436
10593.309,198.986,5.228
10598.380,214.748,5.365
10603.452,220.238,5.527
10608.526,221.905,5.444
10613.601,216.341,5.432
10618.678,202.136,5.356
10623.757,198.305,5.328
10628.837,213.750,5.436
10633.919,211.829,5.335
10639.003,213.529,5.387
10644.088,197.445,5.279
10649.174,199.576,5.246
10654.263,224.689,5.404
10659.353,222.890,5.441
10664.444,209.814,5.312
10669.537,232.144,5.502
10674.632,228.669,5.484
10679.729,191.839,5.237
10684.827,195.095,5.246
10689.926,226.064,5.499
10695.028,224.260,5.450
10700.131,211.653,5.482
10705.235,203.290,5.304
10710.342,191.821,5.276
10715.449,202.327,5.254
10720.559,222.998,5.459
10725.670,223.309,5.418
10730.783,208.665,5.330
10735.897,215.265,5.389
10741.013,210.727,5.277
10746.131,200.294,5.232
10751.251,212.591,5.421
10756.372,196.296,5.408
10761.494,206.281,5.421
10766.619,211.422,5.439
10771.745,209.451,5.394
10776.873,212.707,5.377
10782.002,219.558,5.376
10787.133,236.294,5.615
10792.266,192.177,5.245
10797.400,213.457,5.387
10802.536,210.552,5.400
10807.674,187.958,5.177
10812.813,213.840,5.412
10817.954,217.605,5.348
10823.097,196.257,5.170
10828.241,191.801,5.306
10833.387,200.918,5.243
10838.535,203.178,5.270
10843.685,195.396,5.204
10848.836,215.470,5.417
10853.989,174.365,5.138
10859.143,201.503,5.314
10864.299,195.154,5.265
10869.457,181.004,5.196
10874.617,197.106,5.258
10879.778,208.195,5.268
10884.941,210.540,5.310
10890.106,194.549,5.106
10895.272,191.301,5.107
10900.440,189.031,5.236
10905.610,201.210,5.257
10910.782,217.936,5.308
10915.955,192.352,5.160
10921.130,190.064,5.094
10926.307,188.198,5.165
10931.485,189.248,5.152
10936.665,200.964,5.161
10941.847,176.521,5.182
10947.030,178.113,5.075
10952.216,191.690,5.188
10957.403,193.700,5.153
10962.591,201.165,5.126
10967.782,173.723,4.997
10972.974,183.700,5.084
10978.168,181.578,5.097
10983.363,183.405,5.008
10988.561,177.231,5.040
10993.760,179.680,4.923
10998.961,161.684,5.111
11004.163,191.322,5.100
11009.368,164.972,4.983
11014.574,188.190,5.090
11019.782,178.859,4.977
11024.991,184.496,5.049
11030.202,180.288,5.019
11035.415,164.526,5.022
11040.630,176.939,5.025
11045.847,167.496,4.900
11051.065,175.019,4.948
11056.285,181.873,5.042
11061.507,169.842,4.941
11066.731,159.864,4.922
11071.956,171.520,5.060
11077.183,180.013,5.116
11082.412,194.789,5.118
11087.643,188.134,5.043
11092.875,200.739,5.211
11098.109,148.723,4.805
11103.345,165.150,4.954
11108.583,156.118,4.858
11113.823,138.957,4.799
11119.064,141.012,4.804
11124.307,146.456,4.722
11129.552,137.909,4.709
11134.799,122.502,4.804
11140.047,168.271,4.891
11145.298,172.634,4.897
11150.550,140.211,4.821
11155.803,163.696,4.862
11161.059,147.390,4.791
11166.316,135.293,4.735
11171.576,160.251,4.857
11176.837,166.353,4.939
11182.100,124.366,4.708
11187.364,146.001,4.827
11192.631,163.406,4.921
11197.899,151.723,4.759
11203.169,141.861,4.832
11208.441,162.342,4.982
11213.714,147.806,4.851
11218.990,148.859,4.882
11224.267,156.001,4.807
11229.546,134.018,4.609
11234.827,124.912,4.617
11240.110,132.850,4.701
11245.395,137.482,4.623
11250.681,161.846,4.938
11255.969,150.630,4.787
11261.259,166.014,4.802
11266.551,139.749,4.745
11271.845,141.017,4.721
11277.141,150.902,4.773
11282.438,151.473,4.823
11287.737,136.192,4.674
11293.038,157.710,4.806
11298.341,144.728,4.797
11303.646,183.494,4.828
11308.953,149.233,4.851
11314.261,143.832,4.768
11319.571,196.585,4.980
11324.884,164.143,4.917
11330.198,158.662,4.764
11335.513,148.432,4.863
11340.831,133.593,4.648
11346.151,144.208,4.595
11351.472,147.382,4.784
11356.795,149.513,4.802
11362.121,146.279,4.713
11367.448,158.226,4.800
11372.777,123.324,4.610
11378.107,132.025,4.812
11383.440,178.467,4.854
11388.774,151.173,4.696
11394.111,146.794,4.735
11399.449,136.699,4.766
11404.789,128.073,4.674
11410.131,182.579,4.813
11415.475,147.864,4.868
11420.821,165.242,4.796
11426.168,147.874,4.673
11431.518,151.461,4.757
11436.869,161.140,4.624
